Timestamp	Type	Process	Thread	Subsystem	Category	Message	
01:29.743.675	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.Networking([app<com.zumobi.msnbc((null))>:425])>{vt hash: 114736818}[uuid:7CC3D832-B556-4FAF-B060-EE90167F5E84] ['Browser Engine helper assertion targeting pid 434'] [33-425-656]	
01:29.743.723	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['CMPhoto pool cleanup timer'] [33-425-676]	
01:29.743.744	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['Browser Engine helper assertion targeting pid 431'] [33-425-657]	
01:29.743.763	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:04D66527-4CC9-4DBD-AA0D-5D16F84C0CC3] is now targeted by 0 assertions	
01:29.743.787	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Now tracking 73 assertions (493 holds 0).	
01:29.743.806	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Removing assertion 33-493-703 on [osservice<com.apple.MediaRemoteUI>:493]	
01:29.743.826	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	osservice<com.apple.MediaRemoteUI> is now targeted by 3 assertions	
01:29.743.845	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 493 ['MediaRemoteUIProcessElectedPlayerChange'] [33-38-717]	
01:29.743.864	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 493 ['FBApplicationProcess'] [33-34-701]	
01:29.743.882	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 493 ['MediaRemoteUIProcessElectedPlayerIsPlayingChange'] [33-38-716]	
01:29.743.903	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Removed pid 493 from RBSAssertionManagerStore; count 20; size 4,096	
01:29.743.923	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Now tracking 72 assertions (425 holds 15).	
01:29.743.941	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Removing assertion 33-425-694 on [app<com.zumobi.msnbc((null))>:425]	
01:29.743.961	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:A942B3F0-23FE-431B-974E-518EA16A0BE7] ['Browser Engine helper assertion targeting pid 489'] [33-425-690]	
01:29.743.988	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:48C17277-32D3-49C8-9C0D-B469C83E4DDF] ['Browser Engine helper assertion targeting pid 430'] [33-425-491]	
01:29.744.008	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-704]	
01:29.744.027	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Browser Engine helper assertion targeting pid 494'] [33-425-707]	
01:29.744.046	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Taking assertion for pid 494'] [33-425-706]	
01:29.744.065	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['WebKit UIProcess background task'] [33-425-651]	
01:29.744.084	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Browser Engine helper assertion targeting pid 494'] [33-425-708]	
01:29.744.103	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-667]	
01:29.744.124	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-705]	
01:29.744.145	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-723]	
01:29.744.164	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['RB Underlying Assertion'] [33-33-406]	
01:29.744.183	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:C5237CF2-0B63-45BC-88F4-5CC57F0F0F2C] ['Browser Engine helper assertion targeting pid 433'] [33-425-655]	
01:29.744.202	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.Networking([app<com.zumobi.msnbc((null))>:425])>{vt hash: 114736818}[uuid:7CC3D832-B556-4FAF-B060-EE90167F5E84] ['Browser Engine helper assertion targeting pid 434'] [33-425-656]	
01:29.744.220	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['CMPhoto pool cleanup timer'] [33-425-676]	
01:29.744.239	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['Browser Engine helper assertion targeting pid 431'] [33-425-657]	
01:29.744.258	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	app<com.zumobi.msnbc((null))> is now targeted by 8 assertions	
01:29.744.283	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['RB Underlying Assertion'] [33-33-406]	
01:29.744.302	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['FBWorkspace (ForegroundFocal)'] [33-34-650]	
01:29.744.321	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:com.apple.springboard" to 425<UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default>'] [33-34-660]	
01:29.744.340	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['CMPhoto pool cleanup timer'] [33-425-676]	
01:29.744.359	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['com.apple.UIKit.KeyboardManagement.message'] [33-34-715]	
01:29.744.384	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['DAS: Application is docked.'] [33-80-476]	
01:29.744.403	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['com.apple.frontboard.after-life.interrupted'] [33-34-407]	
01:29.744.423	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['WebKit UIProcess background task'] [33-425-651]	
01:29.744.445	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Now tracking 71 assertions (425 holds 14).	
01:29.744.465	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Removing assertion 33-425-704 on [xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594]:431](BERenderingVisibilitySink)	
01:29.744.484	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:A942B3F0-23FE-431B-974E-518EA16A0BE7] ['Browser Engine helper assertion targeting pid 489'] [33-425-690]	
01:29.744.503	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:48C17277-32D3-49C8-9C0D-B469C83E4DDF] ['Browser Engine helper assertion targeting pid 430'] [33-425-491]	
01:29.744.529	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Browser Engine helper assertion targeting pid 494'] [33-425-707]	
01:29.744.550	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Taking assertion for pid 494'] [33-425-706]	
01:29.744.568	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['WebKit UIProcess background task'] [33-425-651]	
01:29.744.594	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Browser Engine helper assertion targeting pid 494'] [33-425-708]	
01:29.744.610	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-667]	
01:29.744.629	Debug	DTServiceHub (385)	_dispatch_workloop_worker_thread  0x178f	DVTInstrumentsFoundation	Default	Data Size: 101,534, Rows Sent: 1,345, Stack depth: 43	
01:29.744.652	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-705]	
01:29.744.674	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-723]	
01:29.744.712	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['RB Underlying Assertion'] [33-33-406]	
01:29.744.760	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:C5237CF2-0B63-45BC-88F4-5CC57F0F0F2C] ['Browser Engine helper assertion targeting pid 433'] [33-425-655]	
01:29.744.783	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.Networking([app<com.zumobi.msnbc((null))>:425])>{vt hash: 114736818}[uuid:7CC3D832-B556-4FAF-B060-EE90167F5E84] ['Browser Engine helper assertion targeting pid 434'] [33-425-656]	
01:29.744.803	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['CMPhoto pool cleanup timer'] [33-425-676]	
01:29.744.943	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['Browser Engine helper assertion targeting pid 431'] [33-425-657]	
01:29.744.960	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] is now targeted by 2 assertions	
01:29.744.971	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['Browser Engine helper assertion targeting pid 431'] [33-425-657]	
01:29.745.087	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-705]	
01:29.745.123	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Now tracking 70 assertions (425 holds 13).	
01:29.745.135	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Removing assertion 33-425-707 on [xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69]:494]	
01:29.745.174	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:A942B3F0-23FE-431B-974E-518EA16A0BE7] ['Browser Engine helper assertion targeting pid 489'] [33-425-690]	
01:29.745.281	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:48C17277-32D3-49C8-9C0D-B469C83E4DDF] ['Browser Engine helper assertion targeting pid 430'] [33-425-491]	
01:29.745.303	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Taking assertion for pid 494'] [33-425-706]	
01:29.745.322	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['WebKit UIProcess background task'] [33-425-651]	
01:29.745.342	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Browser Engine helper assertion targeting pid 494'] [33-425-708]	
01:29.745.361	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-667]	
01:29.745.381	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-705]	
01:29.745.430	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-723]	
01:29.745.452	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['RB Underlying Assertion'] [33-33-406]	
01:29.745.472	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:C5237CF2-0B63-45BC-88F4-5CC57F0F0F2C] ['Browser Engine helper assertion targeting pid 433'] [33-425-655]	
01:29.745.491	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.Networking([app<com.zumobi.msnbc((null))>:425])>{vt hash: 114736818}[uuid:7CC3D832-B556-4FAF-B060-EE90167F5E84] ['Browser Engine helper assertion targeting pid 434'] [33-425-656]	
01:29.745.511	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['CMPhoto pool cleanup timer'] [33-425-676]	
01:29.745.530	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['Browser Engine helper assertion targeting pid 431'] [33-425-657]	
01:29.745.556	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] is now targeted by 2 assertions	
